StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,BFIS_1,BFIS_2,BFIS_3,BFIS_4,BFIS_5,BFIS_HP45,BFIS_6,BFIS_7,BFIS_8,BFIS_9,BFIS_10,BFIS_HP46,BFIS_11,BFIS_12,BFIS_13,BFIS_14,BFIS_15,BFIS_HP47,BFIS_16,BFIS_17,BFIS_18,BFIS_19,BFIS_20,BFIS_HP48,BFIS_21,BFIS_22,BFIS_23,BFIS_24,BFIS_25,ATT_CHECK_4,BFIS_HP49,BFIS_26,BFIS_27,BFIS_28,BFIS_29,BFIS_30,BFIS_HP50,BFIS_31,BFIS_32,BFIS_33,BFIS_34,BFIS_35,BFIS_HP51,BFIS_36,BFIS_37,BFIS_38,BFIS_39,BFIS_40,BFIS_HP52,BFIS_41,BFIS_42,BFIS_43,BFIS_44,BFIS_45,BFIS_46,BFIS_47,BFIS_48,BFIS_49,BFIS_50,BFIS_51,BFIS_52,BFIS_53,BFIS_54,BFIS_55,BFIS_56,BFIS_57,BFIS_58,BFIS_59,BFIS_60,SAddItem_1,SAddItem_2,SAddItem_3,SAddItem_4,SAddItem_5,SAddItem_6,SAddItem_7,SAddItem_8,SAddItem_9,SAddItem_10,SBI_1,SBI_2,SBI_3,SBI_4,SBI_5,SBI_6,SBI_7,SBI_8,SBI_9,SBI_10,SBI_11,SBI_12,SBI_13,SBI_14,SBI_15,SBI_16,SBI_17,SBI_18,SBI_19,SBI_20,SBI_21,SBI_22,SBI_23,SBI_24,SBI_25,SBI_26,SBI_27,SBI_28,SBI_29,SBI_30,ATT_CHECK_2,SBI_31,SBI_32,SBI_33,SBI_34,SBI_35,SBI_36,SBI_37,SBI_38,SBI_39,SBI_40,SBI_41,SBI_42,SBI_43,SBI_44,SBI_45,SBI_46,SUBJ_SES,ID
3/17/17 0:28,3/17/17 0:36,0,100,501,1,3/17/17 0:36,R_2D8EbRhSaGsvpJ1,,,,,anonymous,EN,5,4,4,3,2,2,2,5,3,4,4,2,2,3,4,2,4,3,1,2,2,2,4,2,4,2,4,4,2,4,1,1,5,2,4,1,3,1,5,3,4,3,3,1,2,4,2,3,3,5,4,5,3,1,5,1,2,3,5,2,4,4,1,2,5,4,4,2,4,4,5,3,2,4,4,5,4,5,5,3,3,5,2,4,3,4,5,3,5,4,4,5,4,4,3,5,2,4,3,6,3,4,3,3,5,3,2,3,2,2,3,2,4,4,2,4,3,4,5,3,4,3,3,3,4,3,6,5969
3/17/17 0:39,3/17/17 0:46,0,100,446,1,3/17/17 0:46,R_5aQSJ6PasYUKZjP,,,,,anonymous,EN,5,4,4,4,2,1,4,5,3,4,4,3,2,3,4,2,4,3,1,2,4,2,4,2,4,1,3,5,4,4,2,1,5,4,4,2,3,1,4,2,4,4,4,1,2,4,1,4,3,5,4,5,4,2,5,2,2,2,4,2,4,4,1,2,5,4,4,2,4,3,4,2,2,4,4,4,4,4,4,4,3,5,5,4,3,3,5,3,4,3,4,4,4,5,3,4,2,3,2,6,2,5,3,3,5,3,2,3,2,2,4,2,3,5,2,3,3,2,4,3,4,2,3,3,3,3,6,5969
3/17/17 0:38,3/17/17 0:39,0,1,56,0,3/24/17 7:57,R_72tCq3k13fZvAmR,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5969
4/10/17 21:20,4/10/17 21:45,0,100,1540,1,4/10/17 21:45,R_2c8wlnVIGlUWbtO,,,,,anonymous,EN,3,4,4,2,1,1,3,5,2,4,5,3,2,2,4,3,3,1,5,3,4,4,5,2,3,1,2,3,1,2,1,1,3,3,3,1,2,5,3,3,2,5,2,2,2,4,3,4,3,2,3,4,3,1,3,3,1,2,1,3,4,4,4,1,3,3,2,3,4,3,4,1,2,1,3,4,4,4,4,4,3,4,3,4,3,3,5,2,3,3,3,2,6,2,3,4,2,2,2,5,2,2,3,3,3,3,3,5,2,3,3,2,3,4,3,3,3,2,4,3,3,2,3,2,3,3,4,8337
4/11/17 0:04,4/11/17 0:12,0,100,512,1,4/11/17 0:12,R_bllzH6ZYuVzC1ot,,,,,anonymous,EN,2,4,1,2,1,1,2,5,2,2,4,1,2,2,5,4,4,1,5,1,5,5,5,1,2,2,4,4,1,4,1,1,2,2,4,1,5,5,5,4,5,5,5,1,1,4,4,5,5,4,4,5,5,1,2,1,1,1,1,4,5,5,4,1,4,2,2,2,4,4,4,1,1,1,4,4,5,5,5,6,5,4,3,5,4,3,5,4,4,2,6,4,5,3,4,4,1,1,2,5,1,4,2,5,1,2,5,6,2,2,3,1,3,1,2,4,5,2,3,3,3,2,2,3,4,2,6,416
4/11/17 15:36,4/11/17 15:49,0,100,759,1,4/11/17 15:49,R_56ALH5yn7pudi5X,,,,,anonymous,EN,5,5,4,2,5,3,3,5,2,2,5,4,3,4,4,4,5,1,2,1,2,4,4,3,4,3,3,2,1,4,3,1,4,3,2,1,5,3,4,4,5,5,5,4,3,5,5,5,3,2,4,5,4,5,4,4,1,1,3,4,4,4,5,4,3,3,3,3,4,4,5,3,3,1,1,3,4,4,3,2,4,4,1,4,4,3,4,3,4,2,3,4,6,4,4,4,1,1,2,4,2,2,2,6,3,2,4,3,2,2,3,3,4,3,2,4,4,3,4,4,4,3,2,2,3,2,8,4475
4/11/17 16:15,4/11/17 16:25,0,100,570,1,4/11/17 16:25,R_1rkyjqhMhbUZLRs,,,,,anonymous,EN,4,4,2,3,2,2,5,5,2,2,5,4,2,4,4,1,3,1,1,5,4,4,2,2,4,4,4,4,1,4,2,1,3,4,2,4,2,3,4,4,5,3,2,1,4,4,1,3,4,4,2,5,3,2,5,4,1,1,5,3,4,4,3,1,4,2,2,2,3,3,4,2,4,3,2,4,4,4,4,2,3,5,3,6,2,3,6,3,5,4,3,2,6,3,4,5,2,1,2,6,2,5,3,4,3,3,2,5,2,2,4,1,2,3,3,1,6,2,3,2,3,1,1,1,5,3,7,9361
4/11/17 18:13,4/11/17 18:26,0,100,780,1,4/11/17 18:26,R_1JCxq3QiPX56vTq,,,,,anonymous,EN,1,3,4,4,2,1,1,4,4,3,4,2,2,4,4,3,3,2,5,2,2,3,5,3,2,2,4,2,1,2,2,2,4,4,4,2,4,5,3,2,4,4,3,4,4,4,4,3,5,2,4,4,4,1,2,4,2,2,2,4,4,2,4,2,3,4,4,2,3,2,3,3,2,2,3,3,2,3,3,2,6,4,4,3,4,3,3,3,3,2,4,4,3,2,4,3,2,1,3,4,4,2,4,3,2,2,4,2,3,2,2,4,2,3,2,3,4,3,3,5,3,3,2,3,5,3,4,6115
4/11/17 19:34,4/11/17 19:45,0,100,655,1,4/11/17 19:45,R_3DvbUSw7Ys3O0e9,,,,,anonymous,EN,5,5,4,3,4,4,5,5,5,5,5,5,4,3,5,4,4,4,4,1,4,4,3,3,5,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,1,5,5,2,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,3,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,5,5,5,2,3,4,3,5,2,5,3,3,4,6,4,4,4,3,4,4,4,3,5,2,5,5,5,5,4,3,2,5,5,2,3,4,3,4,2,5,2,3,4,3,4,3,4,5,5213
4/11/17 21:24,4/11/17 21:32,0,100,455,1,4/11/17 21:32,R_SV2cxNyPuGspeyB,,,,,anonymous,EN,5,5,4,1,3,5,5,5,4,2,5,5,2,5,5,5,5,4,3,5,4,3,5,4,5,3,5,5,3,5,1,2,5,3,1,2,5,4,5,4,5,5,5,2,1,5,4,5,1,5,5,5,1,2,5,4,1,2,1,1,5,4,2,2,4,4,1,5,5,5,3,5,5,5,5,5,5,5,5,6,3,6,2,6,6,4,6,2,6,6,6,6,6,2,5,6,6,5,4,6,6,6,1,6,6,6,1,6,2,2,6,1,6,3,6,1,6,4,4,5,2,1,4,3,2,1,8,6607
4/12/17 16:56,4/12/17 17:04,0,100,465,1,4/12/17 17:04,R_200ZxXbt5IyAh3j,,,,,anonymous,EN,5,5,1,4,5,3,5,5,5,4,5,1,5,3,3,5,3,3,1,4,3,3,4,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,4,3,5,3,3,4,4,3,5,2,2,4,5,4,3,3,4,5,5,1,3,3,5,5,4,5,4,3,2,6,4,3,3,1,3,6,2,5,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,9,1403
4/12/17 17:32,4/12/17 17:45,0,100,750,1,4/12/17 17:45,R_3dWBffgCzDzCDXm,,,,,anonymous,EN,3,5,2,2,2,1,2,5,4,2,4,2,2,3,5,4,3,1,4,1,4,4,4,2,4,1,3,2,3,4,1,3,2,2,3,2,5,4,4,2,4,4,3,2,3,4,4,4,5,2,4,5,4,3,2,3,1,2,3,3,5,3,3,2,3,2,3,2,2,2,3,3,4,2,3,4,4,4,5,2,4,5,3,4,3,2,5,2,4,1,3,3,4,3,3,3,2,1,2,4,2,4,4,5,3,3,3,4,2,2,4,3,2,3,2,4,3,2,3,3,3,2,1,2,4,3,6,771
4/12/17 17:16,4/12/17 17:46,0,100,1825,1,4/12/17 17:46,R_1DVbTJBFT0N2pwc,,,,,anonymous,EN,4,5,4,2,1,3,3,5,4,1,4,3,3,4,4,4,2,2,3,2,3,4,5,2,3,2,5,2,4,4,1,1,2,2,1,3,4,4,4,2,4,5,3,3,4,2,4,2,2,2,4,4,3,2,3,3,2,2,2,4,5,3,4,2,2,2,2,4,3,1,4,1,4,1,3,2,3,4,3,2,6,6,3,4,3,4,4,4,5,5,5,4,6,2,4,4,2,2,4,5,2,4,4,5,2,3,4,4,2,2,3,2,3,5,3,4,3,3,3,4,4,2,1,3,4,5,5,293
4/12/17 19:57,4/12/17 20:18,0,100,1292,1,4/12/17 20:18,R_3fdSmrZO0GhCkbx,,,,,anonymous,EN,5,4,3,1,1,4,4,5,2,4,5,4,2,4,4,4,3,2,2,2,4,5,5,2,4,3,4,2,2,4,1,2,4,1,1,2,2,2,4,2,5,5,4,2,4,5,3,5,2,4,4,4,2,1,5,2,1,1,1,2,5,5,2,1,5,4,3,4,4,3,5,2,4,5,5,5,5,5,5,4,4,4,2,4,3,2,4,2,5,2,3,4,3,4,3,5,1,3,3,4,2,4,3,4,3,4,4,6,1,2,4,3,5,3,3,4,4,2,5,3,3,1,3,3,5,2,6,9779
4/13/17 0:55,4/13/17 1:05,0,100,641,1,4/13/17 1:05,R_2CrfQJY2QG3p7pL,,,,,anonymous,EN,5,4,2,5,5,4,5,5,2,5,5,3,1,1,5,4,5,1,2,1,4,4,5,2,5,3,4,5,4,4,1,1,2,4,4,1,2,1,4,4,2,5,2,2,3,4,2,2,2,4,4,5,4,2,4,1,1,4,2,1,5,4,3,2,4,3,4,4,4,5,4,2,4,2,4,5,4,5,5,2,2,6,2,4,3,2,5,3,4,3,2,3,3,3,2,4,1,1,2,6,1,2,2,4,4,4,2,3,2,2,4,2,3,4,4,2,5,3,4,2,5,1,3,3,3,2,5,2690
4/14/17 23:57,4/15/17 0:11,0,100,826,1,4/15/17 0:11,R_3Du2IJTmrcSbnIs,,,,,anonymous,EN,4,4,1,4,1,4,5,5,4,4,5,4,4,2,4,4,4,2,4,5,4,4,5,4,4,2,4,2,1,4,2,2,4,4,4,1,2,5,4,4,5,5,2,4,2,4,4,5,2,1,4,2,5,2,2,1,1,2,2,2,5,2,4,1,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,3,4,6,2,4,3,3,4,5,3,1,4,5,5,4,3,4,1,1,1,6,3,4,4,4,3,2,4,3,3,2,3,3,3,3,1,3,4,2,5,2,4,2,1,5,5,2,3,2666
4/15/17 12:01,4/15/17 12:14,0,100,814,1,4/15/17 12:14,R_5vaKupYn9RNcixX,,,,,anonymous,EN,4,4,3,2,2,2,2,4,4,2,4,2,1,2,4,4,4,2,2,5,4,2,4,2,2,2,2,2,2,4,1,4,4,2,3,2,5,2,4,4,5,5,4,2,1,4,4,4,3,4,4,5,3,2,4,1,1,2,2,3,5,4,4,2,4,3,2,3,3,2,3,2,3,2,2,3,4,4,4,2,4,5,2,5,4,1,4,3,4,2,3,3,4,2,3,5,1,1,2,6,1,3,2,5,1,2,3,5,1,2,4,3,3,2,2,3,4,1,3,3,3,1,1,3,5,2,3,6737
4/15/17 23:16,4/15/17 23:21,0,100,328,1,4/15/17 23:21,R_1ikz9T9Pe9FmdJ2,,,,,anonymous,EN,5,5,3,2,5,4,4,5,3,2,5,5,1,4,4,3,3,3,1,4,3,4,3,3,3,1,1,3,3,3,3,3,3,3,3,3,5,5,5,2,5,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,5,5,5,4,3,4,2,2,2,5,5,4,4,4,1,1,4,4,4,4,1,3,1,4,2,4,1,4,4,3,1,1,1,2,4,1,3,1,3,5,4,3,3,3,3,3,3,3,3,3,9,2836
4/16/17 11:33,4/16/17 12:00,0,100,1630,1,4/16/17 12:00,R_sjJ0R3P4hCdVVIZ,,,,,anonymous,EN,4,5,2,4,3,2,2,5,4,4,4,2,2,3,4,2,3,2,4,1,4,4,3,2,2,2,4,4,2,4,1,4,5,4,4,2,5,4,4,4,3,3,5,4,2,4,2,5,5,3,2,3,4,2,1,3,2,4,2,3,5,5,2,1,4,5,4,2,4,5,5,4,4,1,4,5,4,5,4,1,2,5,1,3,3,2,4,2,3,2,5,4,2,3,3,4,1,1,3,4,2,3,2,4,2,3,2,4,1,2,3,3,3,3,2,2,4,3,3,2,2,1,1,3,4,3,8,8026
4/16/17 13:47,4/16/17 14:07,0,100,1225,1,4/16/17 14:07,R_1NxEZWZjhhHJhPk,,,,,anonymous,EN,5,4,4,4,2,3,4,5,1,4,5,3,2,3,5,3,4,3,3,2,3,3,5,2,4,3,3,3,1,4,1,3,4,2,4,1,3,3,3,2,3,4,4,3,3,5,4,4,3,2,3,4,5,2,4,3,3,4,2,2,5,4,3,2,4,3,2,2,4,3,4,3,2,2,3,4,5,4,5,2,3,5,2,3,2,3,4,2,3,1,3,3,3,5,3,3,1,3,2,4,2,5,3,4,3,2,2,4,2,2,3,2,4,3,3,3,4,2,4,2,2,1,3,2,3,3,4,7028
4/16/17 16:13,4/16/17 16:26,0,100,777,1,4/16/17 16:26,R_3g0KwivLrWV9fP6,,,,,anonymous,EN,2,4,4,3,4,2,2,5,4,4,4,4,2,2,4,4,4,2,5,5,2,3,2,2,2,1,2,2,5,4,1,2,4,4,3,4,2,5,4,4,2,3,4,4,4,4,2,2,2,2,2,4,4,2,3,4,2,2,5,4,5,4,2,4,3,4,5,3,4,2,3,2,4,4,4,4,4,5,4,2,3,4,2,4,3,4,4,4,3,2,3,3,4,2,4,3,1,1,3,5,2,3,2,4,2,2,3,5,2,2,4,3,2,3,3,3,3,2,3,2,4,2,1,3,4,3,8,5442
4/16/17 18:17,4/16/17 18:54,0,100,2216,1,4/16/17 18:54,R_2q2UW4JfpdhGcW2,,,,,anonymous,EN,5,4,1,2,1,4,4,5,2,4,4,4,2,3,5,4,4,2,2,4,5,4,2,2,4,4,2,4,2,4,1,2,4,2,2,2,5,2,4,5,5,3,4,2,1,5,4,5,2,4,2,5,3,2,4,1,1,4,3,1,5,5,2,4,4,5,2,4,4,4,2,2,5,4,3,5,4,5,5,6,3,4,2,6,4,4,4,3,5,3,3,5,3,5,3,5,4,2,2,5,2,4,5,5,2,5,3,4,2,2,4,2,4,4,4,3,3,3,5,2,2,1,4,3,4,3,6,8752
4/16/17 22:20,4/16/17 22:45,0,100,1501,1,4/16/17 22:45,R_3I68lXpVeNVr7ke,,,,,anonymous,EN,5,4,5,4,5,5,4,5,1,5,5,1,1,1,5,2,2,1,1,2,4,1,4,4,5,1,5,4,1,4,1,2,5,5,2,4,5,1,5,1,4,4,5,1,1,2,1,5,1,5,1,5,4,1,5,1,1,5,2,1,5,5,4,1,5,5,5,4,5,5,5,2,1,4,4,5,5,5,5,1,5,6,2,3,2,2,4,2,6,3,3,4,5,2,4,6,1,2,2,5,1,2,2,4,1,4,2,4,1,2,3,3,4,1,2,2,6,1,5,1,1,1,2,2,5,2,4,6372
4/16/17 23:25,4/16/17 23:52,0,100,1623,1,4/16/17 23:52,R_BzuLImGm4k3YPE5,,,,,anonymous,EN,5,5,4,2,5,2,4,5,4,2,5,2,1,2,5,4,4,2,4,2,4,2,2,3,2,5,4,5,2,4,2,4,4,2,3,5,5,2,4,4,5,1,4,2,4,5,2,2,3,3,1,5,4,4,5,2,2,4,2,2,4,4,2,4,4,5,1,4,2,5,3,1,4,2,3,5,4,5,5,2,4,5,1,5,1,2,5,2,3,6,2,4,5,2,2,2,2,2,1,6,1,4,5,4,1,3,2,1,1,2,6,2,2,4,2,1,6,2,5,2,2,1,2,2,4,4,3,9035
4/17/17 12:42,4/17/17 12:52,0,100,633,1,4/17/17 12:52,R_a64JehTYtVawAgx,,,,,anonymous,EN,4,5,4,3,5,3,5,4,3,3,5,4,2,4,4,5,5,3,4,4,5,4,5,2,4,4,4,5,1,4,3,2,3,4,4,5,5,3,4,4,3,5,2,2,2,4,2,4,3,3,3,3,4,2,4,4,2,3,3,3,4,4,4,3,3,2,3,4,5,4,4,3,3,3,4,5,4,5,4,4,3,4,2,4,3,3,5,2,3,1,4,3,2,3,2,3,3,2,3,4,3,4,4,4,2,3,2,3,2,2,3,2,3,3,2,4,3,3,5,2,3,2,2,4,3,3,7,5424
4/17/17 15:09,4/17/17 15:21,0,100,737,1,4/17/17 15:21,R_1LXpb5VExGaNIPS,,,,,anonymous,EN,4,5,1,2,2,3,3,5,3,4,5,2,1,3,5,2,4,2,4,1,5,2,3,1,4,1,2,4,2,4,1,3,5,2,2,2,3,4,4,5,4,3,4,2,3,5,4,4,3,3,2,5,2,2,4,1,2,1,2,4,5,5,4,3,4,4,2,4,4,3,5,3,4,3,3,5,4,4,5,3,4,6,3,5,4,3,5,2,4,2,3,4,5,3,3,5,2,2,4,6,1,4,3,6,3,4,3,3,1,2,3,2,4,3,3,2,4,2,4,3,4,1,2,2,5,2,6,8229
4/17/17 18:18,4/17/17 18:40,0,100,1308,1,4/17/17 18:40,R_2b2wWuuO2XrA5vi,,,,,anonymous,EN,4,4,2,4,1,3,2,5,3,4,4,2,2,2,4,2,4,1,4,5,5,2,5,2,4,2,4,3,2,4,2,3,4,2,4,2,5,4,4,4,3,5,4,3,2,4,4,4,3,4,2,4,4,2,4,2,1,2,2,2,3,2,3,2,3,4,2,2,4,3,4,2,2,3,4,4,4,4,4,3,5,5,3,4,3,2,4,3,5,2,3,4,5,3,4,4,2,2,3,5,2,3,3,5,2,3,3,4,2,2,3,3,4,3,3,4,5,3,4,3,3,2,2,4,4,4,6,9799
4/17/17 21:08,4/17/17 21:21,0,100,775,1,4/17/17 21:21,R_3kv2uloIKTKE7dw,,,,,anonymous,EN,5,5,1,4,4,5,4,5,4,5,5,1,1,1,5,4,4,1,1,1,4,4,5,1,5,1,5,5,1,4,1,4,5,5,4,4,5,1,5,2,2,4,5,1,1,4,1,5,1,5,1,5,4,1,5,1,1,4,1,1,5,5,2,1,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,1,2,6,1,4,3,2,4,2,5,3,2,3,5,4,4,5,1,3,3,6,1,2,3,4,2,3,3,5,1,2,4,3,4,1,2,2,6,1,5,2,2,1,3,2,5,3,4,6372
4/17/17 21:58,4/17/17 22:08,0,100,575,1,4/17/17 22:08,R_3kFHZnMlwLdZRcs,,,,,anonymous,EN,5,4,2,5,1,4,5,5,3,5,5,5,1,1,5,1,5,2,4,1,5,4,5,1,5,1,4,5,1,4,1,1,5,4,5,1,4,5,3,4,2,5,4,2,1,4,1,5,4,5,1,5,5,1,4,4,1,5,1,1,5,4,1,1,5,5,1,1,4,5,5,1,5,2,3,5,4,5,4,2,2,6,4,5,4,1,5,4,6,1,2,3,6,5,4,6,1,1,3,6,2,5,2,6,1,3,3,6,1,2,4,4,3,2,2,6,5,3,5,3,4,3,1,2,4,1,5,6367
4/17/17 23:16,4/17/17 23:25,0,100,549,1,4/17/17 23:25,R_3j2GHHuabwXGkEL,,,,,anonymous,EN,5,5,4,4,1,3,4,5,4,4,5,1,1,1,5,4,4,2,2,1,3,4,5,1,4,2,3,4,1,4,1,1,4,1,1,1,5,3,4,3,3,5,4,2,1,4,2,4,3,4,3,5,2,1,5,1,1,2,1,3,5,4,2,3,5,5,1,5,4,4,4,2,2,4,4,5,5,5,5,2,1,5,1,5,4,3,5,4,3,1,2,1,2,2,2,3,1,1,3,5,1,3,1,3,1,1,3,1,1,2,3,1,4,5,2,3,5,2,4,1,1,1,1,3,1,3,7,8020
4/18/17 11:40,4/18/17 11:51,0,100,639,1,4/18/17 11:51,R_1OUE3ne2xEgRp7K,,,,,anonymous,EN,5,5,1,4,4,2,3,5,4,5,2,1,2,2,4,2,3,2,2,1,5,4,3,3,2,2,2,5,4,4,1,1,5,2,5,4,5,4,5,5,4,4,5,4,2,5,2,2,4,4,3,5,4,2,4,2,2,2,2,4,4,5,1,2,4,4,2,2,2,5,4,2,2,1,4,5,5,5,4,3,4,4,2,2,4,2,2,4,4,2,3,4,2,2,4,4,2,2,4,4,2,2,4,4,2,3,3,3,2,2,3,3,4,2,2,4,4,2,3,4,4,2,2,3,3,2,8,3946
4/18/17 20:28,4/18/17 20:42,0,100,805,1,4/18/17 20:42,R_elm5fq84eNZcK7n,,,,,anonymous,EN,4,4,3,5,1,1,3,4,2,2,5,2,1,3,5,2,3,1,1,1,5,2,5,2,2,5,5,4,1,4,1,2,4,5,4,1,2,5,2,1,5,5,4,1,5,5,3,4,1,2,1,5,5,1,5,5,2,5,4,1,4,3,1,2,2,4,1,1,2,1,3,5,1,4,3,4,4,5,4,3,4,6,3,6,3,3,5,3,4,1,2,3,6,3,3,3,1,1,2,5,2,5,4,5,6,3,2,5,2,2,5,2,4,4,2,1,4,3,5,3,3,2,1,2,4,3,7,7164
4/18/17 22:28,4/18/17 22:34,0,100,375,1,4/18/17 22:34,R_3MEX3pqbqTfQFy8,,,,,anonymous,EN,4,4,3,5,5,1,3,5,4,5,5,3,2,1,5,2,2,1,3,1,4,4,2,1,3,1,3,4,1,4,1,3,4,4,4,5,5,3,4,3,4,2,4,3,2,4,3,5,4,3,2,4,4,5,3,2,1,3,3,3,4,3,4,5,3,4,1,1,2,3,3,1,1,1,3,4,4,4,4,2,3,6,1,4,4,2,4,2,4,1,3,1,2,2,4,4,1,1,3,6,1,4,3,5,3,2,2,4,1,2,4,2,6,1,1,3,4,1,4,3,3,1,2,2,5,2,5,1473
4/19/17 19:27,4/19/17 19:33,0,100,374,1,4/19/17 19:33,R_2xz9SLLPJqR4doU,,,,,anonymous,EN,4,5,2,5,2,2,3,5,2,4,4,2,2,2,5,4,4,2,4,4,5,4,4,2,3,1,4,4,2,4,2,2,5,2,3,2,4,3,5,4,4,4,5,2,1,4,3,4,5,4,2,5,4,2,2,1,1,3,4,3,5,4,3,3,4,5,1,2,3,4,4,2,2,4,4,4,4,5,5,4,3,5,2,4,4,2,3,2,4,1,4,3,5,1,3,4,2,1,2,5,2,4,2,5,3,3,3,3,2,2,3,3,4,2,3,3,4,2,3,2,3,2,2,3,4,2,7,964
4/19/17 21:53,4/19/17 22:23,0,100,1813,1,4/19/17 22:23,R_2Cdp2SDNtZs0yrz,,,,,anonymous,EN,4,4,1,3,2,1,4,4,1,4,5,3,1,2,5,4,4,1,3,4,4,3,4,1,4,1,4,4,3,4,5,1,5,4,2,4,5,4,4,4,4,3,4,3,1,4,4,4,4,4,4,4,4,3,4,1,4,2,3,4,5,2,2,3,3,3,2,4,4,4,4,2,4,4,3,5,4,5,3,1,3,4,2,3,2,2,5,2,2,4,2,3,2,6,3,4,4,3,3,6,4,4,3,4,3,3,3,5,2,2,6,2,3,4,5,3,2,1,5,1,3,4,4,2,4,3,5,2497
4/20/17 7:37,4/20/17 8:19,0,100,2495,1,4/20/17 8:19,R_2Cv6Q2CddI0Tvfl,,,,,anonymous,EN,4,5,1,4,2,4,4,5,2,4,4,1,2,1,4,2,4,1,4,5,5,4,5,1,4,1,2,5,1,4,1,1,5,2,4,4,5,4,4,5,4,5,5,2,1,5,1,4,4,5,2,5,4,2,4,1,1,4,2,2,5,5,4,4,5,5,1,2,4,5,4,2,1,4,2,4,4,5,5,4,2,5,1,6,5,2,5,5,3,3,2,5,1,5,3,5,2,4,5,6,1,5,3,5,2,3,3,4,1,2,3,3,3,1,2,4,3,3,5,2,3,2,3,3,5,2,6,8206
4/20/17 19:54,4/20/17 20:13,0,100,1169,1,4/20/17 20:13,R_1LdjkL5gMjTcTzo,,,,,anonymous,EN,2,4,1,4,2,2,3,5,4,4,5,2,2,4,5,4,3,3,2,4,5,4,5,2,3,2,2,4,1,4,1,2,4,2,4,2,5,4,4,4,4,4,5,3,3,4,2,4,2,2,2,5,4,2,3,4,2,3,2,3,4,5,3,2,4,4,2,3,3,3,5,3,1,3,3,5,4,5,4,3,3,5,1,5,4,3,4,3,4,2,2,5,3,3,5,4,1,3,4,5,2,4,3,4,2,3,4,4,1,2,4,2,4,2,3,3,5,2,4,2,4,2,2,3,3,2,8,3043
4/21/17 15:24,4/21/17 15:37,0,100,788,1,4/21/17 15:37,R_PZLxatbIXrXfN3X,,,,,anonymous,EN,4,5,1,2,2,4,3,5,4,4,5,2,1,4,5,4,4,3,5,1,5,5,4,1,4,3,4,5,2,4,1,4,4,3,4,1,4,5,2,3,5,4,4,2,4,5,4,4,2,3,4,5,4,1,3,3,4,1,1,2,5,4,2,2,4,5,2,2,5,5,4,4,5,5,4,5,5,5,5,2,5,6,2,5,3,3,6,2,5,2,5,4,6,2,5,4,2,2,3,6,2,3,4,6,3,2,5,5,2,2,4,2,3,3,3,5,5,3,4,2,4,1,2,4,5,3,4,111
4/22/17 23:52,4/23/17 0:07,0,100,888,1,4/23/17 0:07,R_2drRI8VX3WgS5EP,,,,,anonymous,EN,4,5,2,5,4,1,4,5,1,5,3,4,4,1,5,4,4,4,5,1,4,4,4,3,5,2,4,5,2,4,1,1,5,2,5,1,4,5,5,4,5,4,5,2,3,5,4,5,4,4,5,5,5,2,2,3,1,4,1,2,5,5,4,4,4,4,2,2,4,4,4,1,2,2,4,5,4,5,5,4,4,6,4,6,3,4,5,3,6,4,4,5,6,4,2,5,4,5,2,6,1,5,6,6,5,3,4,4,2,2,5,2,3,3,2,5,5,2,3,2,3,2,3,5,4,1,4,13
4/23/17 17:50,4/23/17 18:36,0,100,2780,1,4/23/17 18:36,R_3meZPGhD8IGKs4H,,,,,anonymous,EN,4,4,3,3,2,2,4,4,2,4,4,3,3,2,4,2,3,2,2,3,3,3,2,3,3,2,2,4,3,4,2,1,4,4,4,4,5,4,4,3,2,2,4,2,2,4,2,2,4,4,3,4,4,2,4,2,3,3,2,2,4,4,2,3,4,4,4,4,4,4,5,2,3,3,3,4,4,4,4,4,3,4,3,4,3,3,3,2,4,3,3,3,4,3,2,4,4,4,2,5,3,3,4,3,4,4,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3100
